rank,enr_contractor_name,search_term,procore_company_name,location,city,state,address,profile_url,joined_date,total_projects,active_projects,avg_project_size,procore_users,business_types,market_sectors,match_confidence
206,PARKWAY C&A,PARKWAY C&A,"Parkway C&A, L.P.","Lewisville, TX",Lewisville,TX,"1000 Civic Circle Lewisville, TX 75067",https://network.procore.com/p/parkway-canda-lp-lewisville,November 2019,,,,,"Architect, General Contractor",Commercial,1.0
208,SKYLINE CONSTRUCTION,SKYLINE CONSTRUCTION,Skyline Construction,"Commerce Township, MI",Commerce Township,MI,"123 Norwich Ct Commerce Township, MI 48390",https://network.procore.com/p/skyline-construction-commerce-township,January 2025,,,,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
208,SKYLINE CONSTRUCTION,SKYLINE CONSTRUCTION,Skyline,"Sunnyvale, CA",Sunnyvale,CA,"1395 Crossman Ave Sunnyvale, CA 94089",https://network.procore.com/p/skyline-sunnyvale,June 2024,231,34,1619726,1,General Contractor,Commercial,1.0
208,SKYLINE CONSTRUCTION,SKYLINE CONSTRUCTION,Skyline,"Delta, BC",Delta,BC,"960 Derwent Wy Delta, BC V3M 5R1",https://network.procore.com/p/skyline-delta,June 2024,8,6,23306531,1,Specialty Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
208,SKYLINE CONSTRUCTION,SKYLINE CONSTRUCTION,"Skyline Construction, Inc.","Roca, NE",Roca,NE,"12250 S 82nd St Roca, NE 68430",https://network.procore.com/p/skyline-construction-inc-roca,March 2024,4,,326266,1,"Consultant, General Contractor, Specialty Contractor","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
211,SLETTEN COS.,SLETTEN,Sletten Construction,"Las Vegas, NV",Las Vegas,NV,"600 S Las Vegas Blvd Las Vegas, NV 89101",https://network.procore.com/p/sletten-construction-las-vegas,December 2023,21,9,1942979,1,General Contractor,Commercial,1.0
212,DEACON CONSTRUCTION LLC,DEACON CONSTRUCTION,"Deacon Construction, LLC","Portland, OR",Portland,OR,"901 NE Glisan St suite 100 Portland, OR 97232",https://network.procore.com/p/deacon-construction-llc-portland,August 2022,180,16,4066432,1,General Contractor,"Commercial, Healthcare, Industrial and Energy",1.0
212,DEACON CONSTRUCTION LLC,DEACON CONSTRUCTION,"Deacon Construction, LLC","Citrus Heights, CA",Citrus Heights,CA,"7745 Greenback Ln Citrus Heights, CA 95610",https://network.procore.com/p/deacon-construction-llc-citrus-heights,March 2024,1,,18587408,1,General Contractor,Commercial,1.0
214,J.P. CULLEN AND SONS INC.,J.P. CULLEN AND SONS,"J.p. Cullen & Sons, Inc.","Janesville, WI",Janesville,WI,"330 - East Delavan Drive Janesville, WI 53546",https://network.procore.com/p/jp-cullen-and-sons-inc-janesville,February 2024,,,,,Specialty Contractor,"Commercial, Industrial and Energy, Institutional",1.0
215,INDEPENDENCE CONSTRUCTION,INDEPENDENCE CONSTRUCTION,Independence Construction,"Independence, OH",Independence,OH,"6400 E Schaaf Rd Independence, OH 44131",https://network.procore.com/p/independence-construction-independence,August 2022,17,14,80772200,1,General Contractor,"Commercial, Healthcare, Institutional",1.0
215,INDEPENDENCE CONSTRUCTION,INDEPENDENCE CONSTRUCTION,Independence Construction LLC,"New Britain, CT",New Britain,CT,"216R S Main St New Britain, CT 06051",https://network.procore.com/p/independence-construction-llc-new-britain,July 2025,,,,1,General Contractor,"Commercial, Residential",1.0
216,BBL CONSTRUCTION SERVICES LLC,BBL CONSTRUCTION,"BBL Construction Services, LLC","Albany, NY",Albany,NY,"302 Washington Ave Extension Albany, NY 12203",https://network.procore.com/p/bbl-construction-services-llc-albany-1,December 2013,,,,,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional, Residential",1.0
216,BBL CONSTRUCTION SERVICES LLC,BBL CONSTRUCTION,"BBL Construction Services, LLC","Albany, NY",Albany,NY,"302 Washington Ave Ext Albany, NY 12203",https://network.procore.com/p/bbl-construction-services-llc-albany,July 2022,65,17,5813273,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional, Residential",1.0
217,COMMODORE BUILDERS,COMMODORE,Commodore,"Mt Vernon, NY",Mt Vernon,NY,"602 S 3rd Ave Mt Vernon, NY 10550",https://network.procore.com/p/commodore-mt-vernon,July 2022,53,30,41666261,1,Specialty Contractor,"Commercial, Healthcare, Infrastructure, Institutional",1.0
217,COMMODORE BUILDERS,COMMODORE,Commodore Builders,"Waltham, MA",Waltham,MA,"404 Wyman St suite 400 Waltham, MA 02451",https://network.procore.com/p/commodore-builders-waltham,July 2022,618,319,4295510,1,General Contractor,"Commercial, Healthcare, Institutional",1.0
218,MW BUILDERS,MW BUILDERS,MW Builders,"Pflugerville, TX",Pflugerville,TX,"Helios Way Pflugerville, TX 78660",https://network.procore.com/p/mw-builders-pflugerville,May 2023,142,55,11414569,1,General Contractor,Commercial,1.0
218,MW BUILDERS,MW BUILDERS,MW Builders,"Midland, TX",Midland,TX,"965 Advance Ave Midland, TX 79701",https://network.procore.com/p/mw-builders-midland,March 2024,3,1,4250500,1,General Contractor,Commercial,1.0
218,MW BUILDERS,MW BUILDERS,MW Builders,"Lenexa, KS",Lenexa,KS,"13725 W 109th St Lenexa, KS 66215",https://network.procore.com/p/mw-builders-lenexa,May 2023,2,2,7000000,1,General Contractor,Commercial,1.0
220,WALSH CONSTRUCTION CO.,WALSH CONSTRUCTION,Walsh,"Chicago, IL",Chicago,IL,"929 W Adams St Chicago, IL 60607",https://network.procore.com/p/walsh-chicago,March 2024,2,2,477000000,1,General Contractor,Healthcare,1.0
220,WALSH CONSTRUCTION CO.,WALSH CONSTRUCTION,WALSH,"Norwood, MA",Norwood,MA,"100 River Ridge Dr Norwood, MA 02062",https://network.procore.com/p/walsh-norwood,July 2023,1,1,4000000,1,General Contractor,Infrastructure,1.0
220,WALSH CONSTRUCTION CO.,WALSH CONSTRUCTION,Walsh,"San Diego, CA",San Diego,CA,"3350 La Jolla Village Dr San Diego, CA 92161",https://network.procore.com/p/walsh-san-diego,April 2023,2,2,81030606,1,Engineer,"Commercial, Healthcare",1.0
220,WALSH CONSTRUCTION CO.,WALSH CONSTRUCTION,Walsh,"Chicago, IL",Chicago,IL,"855 W Belmont Ave Chicago, IL 60657",https://network.procore.com/p/walsh-chicago-1,May 2024,1,1,10000000,1,General Contractor,Commercial,1.0
220,WALSH CONSTRUCTION CO.,WALSH CONSTRUCTION,Walsh,"Brentwood, TN",Brentwood,TN,"100 Winners Cir N Brentwood, TN 37027",https://network.procore.com/p/walsh-brentwood,June 2024,2,,911913,1,General Contractor,Commercial,1.0
220,WALSH CONSTRUCTION CO.,WALSH CONSTRUCTION,Walsh,"Columbus, OH",Columbus,OH,"1533 Old Canon Dr Columbus, OH 43210",https://network.procore.com/p/walsh-columbus,November 2022,2,2,1428000000,1,General Contractor,"Commercial, Healthcare, Infrastructure, Institutional",1.0
220,WALSH CONSTRUCTION CO.,WALSH CONSTRUCTION,Walsh Construction Co,"Crown Point, IN",Crown Point,IN,"1260 E Summit St Crown Point, IN 46307",https://network.procore.com/p/walsh-construction-co-crown-point,November 2023,1,1,1000000000,1,General Contractor,Infrastructure,1.0
223,LEMOINE,LEMOINE,The Lemoine Company,"New Orleans, LA",New Orleans,LA,"300 Lafayette St 100 New Orleans, LA 70130",https://network.procore.com/p/the-lemoine-company-new-orleans,May 2023,,,,1,General Contractor,Commercial,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Charlotte, NC",Charlotte,NC,"1422 S Tryon St Charlotte, NC 28203",https://network.procore.com/p/parsons-charlotte,October 2023,6,5,1873316,1,Engineer,"Commercial, Infrastructure",1.0
224,PARSONS CORP.,PARSONS,Parsons,"Toronto, ON",Toronto,ON,"225 King St W Toronto, ON M5V 3M2",https://network.procore.com/p/parsons-toronto,March 2025,2,2,1185674190,1,"Consultant, Engineer",Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Boston, MA",Boston,MA,"100 High St Boston, MA 02110",https://network.procore.com/p/parsons-boston,June 2024,4,4,212991478,1,"Consultant, Engineer, General Contractor",Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Chantilly, VA",Chantilly,VA,"14291 Park Meadow Dr Suite 100 Chantilly, VA 20151",https://network.procore.com/p/parsons-chantilly,October 2023,2,2,20405000,1,Supplier,"Commercial, Industrial and Energy, Infrastructure, Institutional",1.0
224,PARSONS CORP.,PARSONS,Parsons,"New York, NY",New York,NY,"100 Broadway 18th Floor New York, NY 10005",https://network.procore.com/p/parsons-new-york-1,April 2023,3,3,621197870,1,Engineer,Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Pasadena, CA",Pasadena,CA,"100 W Walnut St Pasadena, CA 91124",https://network.procore.com/p/parsons-pasadena-1,May 2024,2,2,154500000,1,Engineer,Industrial and Energy,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Kingsport, TN",Kingsport,TN,"402 E Market St Kingsport, TN 37660",https://network.procore.com/p/parsons-kingsport,August 2025,1,1,,1,Engineer,Industrial and Energy,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Cincinnati, OH",Cincinnati,OH,"600 Vine St Cincinnati, OH 45202",https://network.procore.com/p/parsons-cincinnati,December 2023,1,1,1000000000,1,Engineer,Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"San Antonio, TX",San Antonio,TX,"6100 Bandera Rd San Antonio, TX 78238",https://network.procore.com/p/parsons-san-antonio,May 2024,2,2,1000000,2,"Architect, Engineer",Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Bridgewater, NJ",Bridgewater,NJ,"1101 US-22 Bridgewater, NJ 08807",https://network.procore.com/p/parsons-bridgewater,May 2024,1,1,,1,"Architect, Engineer","Industrial and Energy, Infrastructure",1.0
224,PARSONS CORP.,PARSONS,Parsons,"Burnaby, BC",Burnaby,BC,"4710 Kingsway Burnaby, BC V5H 4J5",https://network.procore.com/p/parsons-burnaby,April 2024,,,,1,"Consultant, Engineer",Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Honolulu, HI",Honolulu,HI,"1099 Alakea St Suite 1700 Honolulu, HI 96813",https://network.procore.com/p/parsons-honolulu,December 2024,1,1,1659750000,1,Engineer,Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Syracuse, NY",Syracuse,NY,"301 Plainfield Rd Suite 350 Syracuse, NY 13212",https://network.procore.com/p/parsons-syracuse,August 2023,4,3,4000000,1,Engineer,Industrial and Energy,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Columbia, MD",Columbia,MD,"7110 Samuel Morse Dr Columbia, MD 21046",https://network.procore.com/p/parsons-columbia,October 2023,2,,282459,1,Consultant,Commercial,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Denver, CO",Denver,CO,"999 18th Street Denver, CO 80202",https://network.procore.com/p/parsons-denver,June 2024,4,4,834914057,1,Engineer,Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Louisville, KY",Louisville,KY,"9300 Shelbyville Rd Suite 1301 Louisville, KY 40222",https://network.procore.com/p/parsons-louisville,August 2023,3,3,843250000,1,Engineer,Commercial,1.0
224,PARSONS CORP.,PARSONS,Parsons,"New York, NY",New York,NY,"100 Broadway New York, NY 10005",https://network.procore.com/p/parsons-new-york,April 2023,2,2,975185500,1,Engineer,Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Morrisville, NC",Morrisville,NC,"1000 Trade Dr Morrisville, NC 27560",https://network.procore.com/p/parsons-morrisville,January 2023,25,19,127871274,1,Engineer,Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons,"Washington, DC",Washington,DC,"100 M St SE Washington, DC 20003",https://network.procore.com/p/parsons-washington,May 2023,69,42,28334949,5,Consultant,"Commercial, Infrastructure",1.0
224,PARSONS CORP.,PARSONS,SCRAPE_FAILED,,,,,https://network.procore.com/p/parsons-seattle,,,,,,,,0
224,PARSONS CORP.,PARSONS,Parsons Corporation,"Schaumburg, IL",Schaumburg,IL,"650 E Algonquin Rd Schaumburg, IL 60173",https://network.procore.com/p/parsons-corporation-schaumburg,July 2023,3,3,409595765,1,Engineer,Commercial,1.0
224,PARSONS CORP.,PARSONS,Parsons Corporation,"Waconia, MN",Waconia,MN,"1808 Oakpointe Dr Waconia, MN 55387",https://network.procore.com/p/parsons-corporation-waconia,March 2023,5,5,194444219,1,Engineer,Infrastructure,1.0
224,PARSONS CORP.,PARSONS,Parsons Builders,"Enoree, SC",Enoree,SC,"82 Thyme Rd Enoree, SC 29335",https://network.procore.com/p/parsons-builders-enoree,April 2024,,,,1,General Contractor,"Commercial, Residential",1.0
226,PIKE CONSTRUCTION SERVICES INC.,PIKE CONSTRUCTION,Pike Construction Inc.,"Simi Valley, CA",Simi Valley,CA,"742 Camden Vista Ct Simi Valley, CA 93065",https://network.procore.com/p/pike-construction-inc-simi-valley,June 2024,,,,1,General Contractor,Residential,1.0
227,THE MIDDLESEX CORP.,MIDDLESEX,The Middlesex Corporation,"Littleton, MA",Littleton,MA,"One Spectacle Pond Road Littleton, MA 01460",https://network.procore.com/p/the-middlesex-corporation-littleton-1,February 2024,,,,,Specialty Contractor,,1.0
228,KAUFMAN LYNN CONSTRUCTION,KAUFMAN LYNN CONSTRUCTION,Kaufman Lynn,"Bonita Springs, FL",Bonita Springs,FL,"9420 Bonita Beach Rd SE Bonita Springs, FL 34135",https://network.procore.com/p/kaufman-lynn-bonita-springs,February 2024,2,1,705000,1,General Contractor,"Commercial, Infrastructure, Institutional, Residential",1.0
229,RAND CONSTRUCTION CORP.,RAND CONSTRUCTION,Rand Construction,"Sandy Springs, GA",Sandy Springs,GA,"1117 Perimeter Center W Sandy Springs, GA 30328",https://network.procore.com/p/rand-construction-sandy-springs,June 2023,30,9,3716982,1,"Consultant, Engineer, General Contractor, Specialty Contractor, Supplier","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
229,RAND CONSTRUCTION CORP.,RAND CONSTRUCTION,RAND,"Arlington, VA",Arlington,VA,"1200 S Hayes St Arlington, VA 22202",https://network.procore.com/p/rand-arlington,June 2024,3,1,985732,1,Specialty Contractor,Industrial and Energy,1.0
229,RAND CONSTRUCTION CORP.,RAND CONSTRUCTION,Rand Construction Corporation,"Alexandria, VA",Alexandria,VA,"1029 N Royal St Alexandria, VA 22314",https://network.procore.com/p/rand-construction-corporation-alexandria,July 2022,68,46,3658832,1,General Contractor,"Commercial, Healthcare, Institutional",1.0
231,BOH BROS. CONSTRUCTION CO. LLC,BOH BROS. CONSTRUCTION,"Boh Bros. Construction Co., L.L.C.","New Orleans, LA",New Orleans,LA,"730 South Tonti Street New Orleans, LA 70119",https://network.procore.com/p/boh-bros-construction-co-llc-new-orleans,May 2017,,,,,"General Contractor, Specialty Contractor","Commercial, Healthcare, Industrial and Energy, Infrastructure",1.0
232,HOLT CONSTRUCTION,HOLT CONSTRUCTION,Holt,"Palm Desert, CA",Palm Desert,CA,"36951 Cook St Palm Desert, CA 92211",https://network.procore.com/p/holt-palm-desert,May 2023,4,2,8100608,1,Architect,"Commercial, Institutional",1.0
232,HOLT CONSTRUCTION,HOLT CONSTRUCTION,Holt Construction Company,"Irving, TX",Irving,TX,"2900 Gateway Dr Irving, TX 75063",https://network.procore.com/p/holt-construction-company-irving,December 2023,6,3,2668425,1,General Contractor,"Commercial, Healthcare, Industrial and Energy",1.0
233,EDIFICE INC.,EDIFICE,Edifice Construction,"Charlotte, NC",Charlotte,NC,"2213 Toomey Ave Charlotte, NC 28203",https://network.procore.com/p/edifice-construction-charlotte,August 2023,,,,,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional",1.0
233,EDIFICE INC.,EDIFICE,"Edifice Group, Inc.","Rockville, MD",Rockville,MD,"6100 Executive Blvd Rockville, MD 20852",https://network.procore.com/p/edifice-group-inc-rockville,November 2023,,,,,,,1.0
233,EDIFICE INC.,EDIFICE,Edifice Builders Llc,"New Orleans, LA",New Orleans,LA,"900 Peniston St New Orleans, LA 70115",https://network.procore.com/p/edifice-builders-llc-new-orleans,November 2023,,,,,,,1.0
235,ELECTRICAL CONSULTANTS INC.,ELECTRICAL CONSULTANTS,Electrical Consultants Inc,"Woods Cross, UT",Woods Cross,UT,"660 W 700 S Woods Cross, UT 84087",https://network.procore.com/p/electrical-consultants-inc-woods-cross,June 2024,1,,50000,1,"Consultant, Engineer",Industrial and Energy,1.0
235,ELECTRICAL CONSULTANTS INC.,ELECTRICAL CONSULTANTS,Electrical Consultants Inc,"Cumberland, ME",Cumberland,ME,"1 Faraday Dr Cumberland, ME 04021",https://network.procore.com/p/electrical-consultants-inc-cumberland,September 2025,11,11,18334647,2,Consultant,Industrial and Energy,1.0
235,ELECTRICAL CONSULTANTS INC.,ELECTRICAL CONSULTANTS,"Electrical Consultants, Inc.","Phoenix, AZ",Phoenix,AZ,"10851 N Black Cyn Hwy Suite 660 Phoenix, AZ 85029",https://network.procore.com/p/electrical-consultants-inc-phoenix,September 2023,23,18,34605239,1,"Consultant, Engineer",Industrial and Energy,1.0
237,BERNARDS,BERNARDS,Bernards,"San Diego, CA",San Diego,CA,"9325 Sky Park Ct San Diego, CA 92123",https://network.procore.com/p/bernards-san-diego,December 2023,7,6,26568985,1,Engineer,"Infrastructure, Institutional",1.0
239,NEW SOUTH CONSTRUCTION CO.,NEW SOUTH CONSTRUCTION,New South Construction,"Atlanta, GA",Atlanta,GA,"1180 W Peachtree St NW Atlanta, GA 30309",https://network.procore.com/p/new-south-construction-atlanta-1,May 2023,12,6,7962010,1,General Contractor,Commercial,1.0
240,EMJ CONSTRUCTION,EMJ CONSTRUCTION,EMJ Construction inc,"Mirabel, QC",Mirabel,QC,"17675 Rue Charles Mirabel, QC J7J 1L8",https://network.procore.com/p/emj-construction-inc-mirabel,May 2024,9,5,25602443,3,General Contractor,"Commercial, Institutional",1.0
241,GRANGER CONSTRUCTION CO.,GRANGER CONSTRUCTION,Granger Construction Company,"Lansing, MI",Lansing,MI,"6267 Aurelius Road Lansing, MI 48911",https://network.procore.com/p/granger-construction-company-lansing,July 2021,,,,,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
243,IDEAL CONTRACTING LLC,IDEAL CONTRACTING,Ideal Contracting,"Detroit, MI",Detroit,MI,"2525 Clark St Detroit, MI 48209",https://network.procore.com/p/ideal-contracting-detroit,April 2022,32,23,148036465,12,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
245,ANDRES CONSTRUCTION SERVICES LLC,ANDRES CONSTRUCTION,Andres Construction,"Dallas, TX",Dallas,TX,"3710 Rawlins St Dallas, TX 75219",https://network.procore.com/p/andres-construction-dallas,May 2024,2,2,52178966,1,General Contractor,Commercial,1.0
246,NAN INC.,NAN INC,Nan Inc.,"Honolulu, HI",Honolulu,HI,"636 Laumaka St Honolulu, HI 96819",https://network.procore.com/p/nan-inc-honolulu-2,November 2023,1,,308912,1,General Contractor,"Commercial, Infrastructure",1.0
247,BRANCH GROUP,BRANCH GROUP,The Branch Group,"Roanoke, VA",Roanoke,VA,"442 Rutherford Ave NE Roanoke, VA 24016",https://network.procore.com/p/the-branch-group-roanoke,July 2022,320,165,23283062,1,General Contractor,"Commercial, Healthcare, Infrastructure, Institutional, Residential",1.0
248,IMC CONSTRUCTION,IMC CONSTRUCTION,IMC,"Fort Worth, TX",Fort Worth,TX,"2300 Moneda St Fort Worth, TX 76117",https://network.procore.com/p/imc-fort-worth,April 2024,73,58,2248847,1,General Contractor,Commercial,1.0
248,IMC CONSTRUCTION,IMC CONSTRUCTION,IMC group,"Middleburg, FL",Middleburg,FL,"Blanding Blvd Middleburg, FL 32068",https://network.procore.com/p/imc-group-middleburg,July 2022,12,1,42475250,1,Specialty Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional, Residential",1.0
249,CARROLL DANIEL CONSTRUCTION CO.,CARROLL DANIEL CONSTRUCTION,Carroll Daniel Construction Company,"Gainesville, GA",Gainesville,GA,"330 Main St. SW Gainesville, GA 30501",https://network.procore.com/p/carroll-daniel-construction-company-gainesville,September 2020,,,,,"Architect, Engineer, General Contractor","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
250,ENTACT,ENTACT,ENTACT,"Broomall, PA",Broomall,PA,"2002 Sproul Rd Broomall, PA 19008",https://network.procore.com/p/entact-broomall,August 2024,1,,50000000,1,Specialty Contractor,Infrastructure,1.0
250,ENTACT,ENTACT,ENTACT LLC,"Westmont, IL",Westmont,IL,"999 Oakmont Plaza Dr Suite 300 Westmont, IL 60559",https://network.procore.com/p/entact-llc-westmont,May 2023,2,1,1628460,1,Specialty Contractor,"Commercial, Infrastructure",1.0
251,CSI CONSTRUCTION CO.,CSI CONSTRUCTION,CSI Construction,"Portland, OR",Portland,OR,"4724 S Macadam Ave Portland, OR 97239",https://network.procore.com/p/csi-construction-portland,July 2022,41,21,2430355,2,General Contractor,"Commercial, Industrial and Energy, Institutional, Residential",1.0
251,CSI CONSTRUCTION CO.,CSI CONSTRUCTION,CSI Construction,"Colorado Springs, CO",Colorado Springs,CO,"540 Elkton Dr Colorado Springs, CO 80907",https://network.procore.com/p/csi-construction-colorado-springs,December 2023,2,1,,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional",1.0
252,HARKINS BUILDERS,HARKINS,"Harkins Builders, Inc.","Columbia, MD",Columbia,MD,"10490 Little Patuxent Parkway, Suite 400 Columbia, MD 21044",https://network.procore.com/p/harkins-builders-inc-columbia,January 2013,655,397,,,General Contractor,"Commercial, Healthcare, Institutional, Residential",1.0
259,MWH,MWH,MWH Constructors,"Pasadena, CA",Pasadena,CA,"301 N Lake Ave Pasadena, CA 91101",https://network.procore.com/p/mwh-constructors-pasadena,June 2023,14,14,66798400,1,"Consultant, Engineer, General Contractor, Specialty Contractor","Industrial and Energy, Infrastructure",1.0
259,MWH,MWH,MWH Services Inc,"Cincinnati, OH",Cincinnati,OH,"10671 Colerain Ave Cincinnati, OH 45252",https://network.procore.com/p/mwh-services-inc-cincinnati,February 2024,1,,495553,1,Specialty Contractor,"Commercial, Residential",1.0
261,JUNEAU CONSTRUCTION CO.,JUNEAU CONSTRUCTION,Juneau Construction Company,"Miami, FL",Miami,FL,"5775 Blue Lagoon Dr suite 400 Miami, FL 33126",https://network.procore.com/p/juneau-construction-company-miami,July 2022,18,8,73049965,1,General Contractor,Commercial,1.0
263,URBAN ATELIER GROUP,URBAN ATELIER,Urban Atelier Group,"New York, NY",New York,NY,"85 5th Ave New York, NY 10003",https://network.procore.com/p/urban-atelier-group-new-york-2,April 2024,,,,1,General Contractor,"Commercial, Residential",1.0
263,URBAN ATELIER GROUP,URBAN ATELIER,Urban Atelier Group,"New York, NY",New York,NY,"85 5th Avenue New York, NY 10003",https://network.procore.com/p/urban-atelier-group-new-york,March 2024,2,2,182685236,1,General Contractor,"Commercial, Residential",1.0
263,URBAN ATELIER GROUP,URBAN ATELIER,Urban Atelier Group,"New York, NY",New York,NY,"85 5th Ave New York, NY 10003",https://network.procore.com/p/urban-atelier-group-new-york-1,April 2024,1,1,,1,General Contractor,"Commercial, Residential",1.0
264,WIELAND,WIELAND,WIELAND,"Lansing, MI",Lansing,MI,"4162 English Oak Drive Lansing, MI 48911",https://network.procore.com/p/wieland-lansing,October 2015,,,,,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional, Residential",1.0
265,BULLEY & ANDREWS,BULLEY & ANDREWS,Bulley & Andrews,"Chicago, IL",Chicago,IL,"1755 W Armitage Ave Chicago, IL 60622",https://network.procore.com/p/bulley-and-andrews-chicago,May 2023,14,11,21220851,1,"General Contractor, Specialty Contractor","Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
266,DICK ANDERSON CONSTRUCTION INC.,DICK ANDERSON CONSTRUCTION,Dick Anderson Construction,"Helena, MT",Helena,MT,"3424 US-12 Helena, MT 59601",https://network.procore.com/p/dick-anderson-construction-helena,March 2023,379,676,5286436,1,General Contractor,"Commercial, Healthcare, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
269,ROCKFORD CONSTRUCTION CO.,ROCKFORD CONSTRUCTION,Rockford Construction,"Grand Rapids, MI",Grand Rapids,MI,"601 1st St NW Grand Rapids, MI 49504",https://network.procore.com/p/rockford-construction-grand-rapids,July 2022,20,12,13959402,1,General Contractor,Commercial,1.0
270,SUKUT CONSTRUCTION LLC,SUKUT CONSTRUCTION,Sukut Construction LLC,"Santa Ana, CA",Santa Ana,CA,"4010 W Chandler Ave Santa Ana, CA 92704",https://network.procore.com/p/sukut-construction-llc-santa-ana,July 2022,7,4,50192213,3,General Contractor,"Commercial, Industrial and Energy, Infrastructure, Institutional, Residential",1.0
271,NEXAMP,NEXAMP,Nexamp,"North Haledon, NJ",North Haledon,NJ,"32 Suncrest Ave North Haledon, NJ 07508",https://network.procore.com/p/nexamp-north-haledon,June 2024,,,,1,Engineer,Commercial,1.0
271,NEXAMP,NEXAMP,Nexamp,"Sturbridge, MA",Sturbridge,MA,"67 Hall Rd Suite 2 Sturbridge, MA 01566",https://network.procore.com/p/nexamp-sturbridge,September 2023,718,541,9646585,1,Engineer,Industrial and Energy,1.0
271,NEXAMP,NEXAMP,Nexamp,"Boston, MA",Boston,MA,"101 Summer Street 2nd floor Boston, MA 02110",https://network.procore.com/p/nexamp-boston-1,August 2023,899,806,8304732,1,Engineer,Industrial and Energy,1.0
271,NEXAMP,NEXAMP,Nexamp,"Boston, MA",Boston,MA,"101 Summer Street 2nd Floor   Boston, MA 02110",https://network.procore.com/p/nexamp-boston,May 2023,,,,1,General Contractor,Industrial and Energy,1.0
272,WOHLSEN CONSTRUCTION CO.,WOHLSEN CONSTRUCTION,Wohlsen Construction Company,"Lancaster, PA",Lancaster,PA,"548 Steel Way Lancaster, PA 17601",https://network.procore.com/p/wohlsen-construction-company-lancaster,October 2020,,,,,General Contractor,"Commercial, Healthcare, Industrial and Energy, Institutional, Residential",1.0
276,CDM SMITH,CDM SMITH,CDM Smith,"Fairfax, VA",Fairfax,VA,"10306 Eaton Pl Fairfax, VA 22030",https://network.procore.com/p/cdm-smith-fairfax,June 2023,1,1,11500000,1,Engineer,Infrastructure,1.0
276,CDM SMITH,CDM SMITH,CDM Smith,"Boston, MA",Boston,MA,"75 State St Boston, MA 02109",https://network.procore.com/p/cdm-smith-boston,June 2024,,,,1,Engineer,Industrial and Energy,1.0
276,CDM SMITH,CDM SMITH,CDM Smith,"Miami, FL",Miami,FL,"4000 Ponce de Leon Miami, FL 33146",https://network.procore.com/p/cdm-smith-miami,May 2024,,,,1,Consultant,Infrastructure,1.0
276,CDM SMITH,CDM SMITH,CDM Smith,"Manchester, NH",Manchester,NH,"670 N Commercial St Suite 208 Manchester, NH 03101",https://network.procore.com/p/cdm-smith-manchester,October 2024,2,2,288974434,1,"Architect, Consultant, Engineer, General Contractor","Industrial and Energy, Infrastructure, Institutional, Residential",1.0
276,CDM SMITH,CDM SMITH,CDM Smith,"Helena, MT",Helena,MT,"560 N Park Ave Helena, MT 59601",https://network.procore.com/p/cdm-smith-helena,September 2025,3,3,15228351,8,"Consultant, Engineer, General Contractor","Commercial, Industrial and Energy, Infrastructure",1.0
276,CDM SMITH,CDM SMITH,CDM Smith,"El Paso, TX",El Paso,TX,"4487 N Mesa St El Paso, TX 79902",https://network.procore.com/p/cdm-smith-el-paso,November 2024,2,2,7720278,1,Consultant,Commercial,1.0
